,BersaljuBesok,SuhuMin,SuhuMax,Suhu9am,Suhu3pm,Penguapan,SinarMatahari,Awan9am,Awan3pm,Kelembaban9am,Kelembaban3pm
33375,0,19.0,34.4,24.7,32.7,12.2,10.8,2.0,6.0,48.0,25.0
33379,1,8.4,13.6,10.7,11.7,3.0,6.4,7.0,8.0,75.0,87.0
33380,0,19.0,23.9,21.3,23.7,6.4,10.8,5.0,3.0,73.0,60.0
33386,0,22.3,30.0,24.0,29.6,9.4,9.4,7.0,3.0,58.0,39.0
33389,0,19.0,37.0,20.7,35.6,11.4,10.0,2.0,6.0,85.0,25.0
33390,0,12.0,25.3,14.6,23.3,3.2,9.9,0.0,1.0,75.0,40.0
33392,1,10.5,17.8,14.7,16.4,4.8,7.6,4.0,5.0,67.0,54.0
33393,0,14.5,26.6,22.1,25.5,4.0,8.4,3.0,3.0,62.0,62.0
33399,0,19.7,30.5,27.2,29.4,11.6,7.1,6.0,1.0,47.0,46.0
33405,1,6.9,14.0,11.8,11.4,3.8,5.0,6.0,4.0,54.0,77.0
33406,0,13.8,21.3,18.5,20.2,3.6,7.9,5.0,3.0,53.0,48.0
33411,0,7.1,15.3,13.2,15.1,2.4,0.0,8.0,8.0,57.0,51.0
33414,0,14.4,22.4,17.7,20.5,5.0,7.1,4.0,7.0,66.0,57.0
33422,0,5.5,25.9,14.5,21.5,4.2,11.1,0.0,1.0,68.0,43.0
33425,0,18.4,25.5,21.0,23.5,11.4,11.9,1.0,1.0,30.0,56.0
33433,0,9.0,17.3,11.4,15.7,5.2,6.7,7.0,3.0,67.0,48.0
33435,0,8.0,15.2,10.9,13.9,5.0,8.2,2.0,2.0,66.0,55.0
33436,1,17.7,20.7,19.6,19.6,4.6,3.1,7.0,7.0,81.0,83.0
33437,0,20.9,36.7,27.1,34.8,9.2,13.3,0.0,1.0,51.0,31.0
33438,0,6.8,14.1,9.5,13.3,2.0,7.2,4.0,7.0,61.0,47.0
33440,0,12.7,30.4,21.4,27.0,6.0,5.3,7.0,7.0,44.0,33.0
33445,0,20.2,28.6,25.5,26.8,9.6,10.0,2.0,1.0,57.0,54.0
33448,0,13.9,24.8,18.7,22.6,2.8,7.3,3.0,2.0,65.0,54.0
33449,1,6.4,14.8,8.8,13.5,2.2,2.6,6.0,8.0,93.0,88.0
33450,0,5.7,25.9,8.4,25.2,4.2,8.8,1.0,6.0,98.0,32.0
33453,0,14.1,19.1,17.1,17.8,3.0,8.4,2.0,3.0,63.0,66.0
33454,0,14.3,22.1,19.6,21.8,1.8,12.4,1.0,1.0,52.0,42.0
33464,0,10.4,21.9,14.0,19.1,5.4,8.9,6.0,8.0,71.0,29.0
33465,1,16.2,22.2,19.4,20.9,3.4,0.6,7.0,7.0,85.0,70.0
33466,0,13.7,26.5,22.3,25.2,8.0,4.0,2.0,7.0,56.0,65.0
33467,0,17.1,21.7,20.4,20.0,4.6,12.4,1.0,1.0,59.0,59.0
33470,0,7.3,16.9,11.3,14.9,2.2,3.8,6.0,7.0,79.0,52.0
33471,0,9.1,26.1,13.5,24.1,7.8,13.0,1.0,2.0,47.0,15.0
33479,0,6.6,18.7,13.4,17.8,5.0,10.6,3.0,3.0,73.0,39.0
33480,0,13.9,31.8,22.9,31.1,7.0,13.6,1.0,5.0,53.0,11.0
33481,1,17.3,25.6,20.1,22.9,6.4,6.6,7.0,6.0,70.0,58.0
33485,0,4.3,15.9,9.9,14.4,1.6,4.4,3.0,5.0,76.0,56.0
33488,0,3.4,15.5,6.1,13.6,2.0,7.5,5.0,7.0,96.0,67.0
33491,1,13.3,18.8,17.9,18.6,5.0,0.3,7.0,7.0,65.0,64.0
33492,0,11.9,28.2,16.7,26.1,6.2,7.4,7.0,3.0,38.0,20.0
33493,0,9.9,24.4,14.6,21.8,8.8,6.0,7.0,6.0,49.0,39.0
33494,0,8.5,21.3,15.8,21.0,3.8,7.4,7.0,5.0,71.0,47.0
33495,1,17.7,24.1,20.2,23.4,7.0,11.1,5.0,1.0,75.0,56.0
33499,0,10.0,19.5,14.7,17.8,3.8,3.9,6.0,7.0,57.0,48.0
33500,0,21.9,36.3,27.6,35.4,6.6,12.2,2.0,2.0,50.0,23.0
33501,0,23.2,33.6,30.5,32.7,4.6,11.5,6.0,3.0,58.0,54.0
33505,0,20.0,31.9,25.3,29.0,7.2,10.6,2.0,2.0,69.0,56.0
33506,0,6.4,19.5,12.9,18.4,3.0,7.0,7.0,7.0,59.0,49.0
33509,1,6.8,24.6,14.9,23.4,4.2,8.9,1.0,2.0,83.0,62.0
33510,0,23.2,34.1,26.4,33.4,8.6,10.9,7.0,7.0,51.0,25.0
33516,0,10.8,26.9,20.6,26.2,6.2,10.8,0.0,1.0,68.0,45.0
33520,0,13.2,31.5,21.2,31.0,8.0,12.2,0.0,0.0,37.0,19.0
33523,0,18.0,24.0,22.5,23.1,3.8,2.0,7.0,7.0,39.0,46.0
33525,0,19.4,29.3,27.3,27.5,6.6,11.1,3.0,1.0,54.0,58.0
33528,0,11.2,18.4,13.1,16.5,5.6,9.0,1.0,6.0,54.0,37.0
33530,0,16.6,28.7,24.2,26.9,6.0,9.3,1.0,6.0,61.0,59.0
33534,1,25.7,34.3,30.9,33.8,5.8,10.0,7.0,7.0,62.0,53.0
33540,0,9.5,16.8,12.0,16.7,1.2,1.2,7.0,7.0,84.0,69.0
33541,0,13.0,31.6,19.0,31.1,5.0,7.5,4.0,1.0,83.0,34.0
33546,0,13.4,28.5,21.8,26.9,10.0,13.1,0.0,0.0,41.0,35.0
33547,1,9.6,13.8,11.3,12.7,1.2,5.9,8.0,8.0,75.0,77.0
33548,0,17.9,25.2,18.5,23.9,4.0,8.3,8.0,6.0,60.0,35.0
33549,0,26.0,32.6,28.9,29.5,5.8,4.0,7.0,7.0,80.0,72.0
33551,1,16.1,20.2,18.5,19.0,5.4,8.4,1.0,2.0,53.0,54.0
33555,0,1.2,15.1,8.0,14.3,1.8,8.8,1.0,1.0,76.0,53.0
33556,0,8.4,15.3,10.6,13.8,4.8,4.3,7.0,7.0,58.0,42.0
33557,0,22.4,31.0,25.5,29.4,6.4,6.7,7.0,2.0,78.0,51.0
33558,1,25.4,33.6,31.0,32.6,6.4,9.6,2.0,7.0,74.0,63.0
33559,0,24.1,30.4,29.5,29.2,9.8,11.2,6.0,2.0,58.0,54.0
33560,0,14.5,19.5,15.5,17.9,7.2,5.8,8.0,6.0,85.0,54.0
33561,0,16.6,27.9,24.4,25.4,7.6,10.6,5.0,2.0,66.0,64.0
33565,0,9.6,15.7,13.2,14.5,2.6,3.9,8.0,7.0,97.0,68.0
33570,0,14.7,32.4,19.3,31.4,8.0,10.9,5.0,6.0,50.0,14.0
33571,0,9.0,22.8,14.0,22.4,3.6,9.5,3.0,0.0,55.0,31.0
33572,0,20.1,32.1,25.0,30.4,5.2,9.7,6.0,5.0,72.0,54.0
33576,0,7.5,21.2,15.3,20.2,3.4,10.4,1.0,1.0,50.0,32.0
33578,0,18.9,32.7,25.2,32.2,7.6,11.4,1.0,1.0,29.0,12.0
33580,0,12.8,32.2,18.4,31.7,6.0,11.1,1.0,1.0,38.0,14.0
33583,0,10.2,22.7,16.6,21.4,6.2,11.0,6.0,6.0,78.0,51.0
33590,0,13.3,28.1,15.6,26.5,9.4,11.6,1.0,0.0,57.0,29.0
33591,0,8.0,18.5,12.7,16.6,5.8,12.7,1.0,5.0,54.0,41.0
33594,1,6.4,14.5,8.8,12.7,1.0,3.7,6.0,7.0,97.0,79.0
33598,0,7.3,21.3,15.2,20.1,3.0,9.4,0.0,1.0,77.0,57.0
33600,0,18.7,28.9,26.4,26.5,7.6,9.0,7.0,7.0,49.0,50.0
33601,0,17.3,20.3,19.2,19.2,3.4,6.7,7.0,6.0,74.0,61.0
33603,0,7.5,21.2,14.1,19.5,7.4,13.7,1.0,1.0,64.0,36.0
33606,0,13.0,20.8,15.7,20.3,5.4,5.9,8.0,3.0,80.0,57.0
33610,0,16.8,26.9,19.0,25.6,13.0,12.8,4.0,1.0,45.0,15.0
33612,0,3.5,16.0,8.2,13.2,3.0,6.2,7.0,7.0,64.0,51.0
33616,0,11.4,20.6,15.8,19.2,2.2,6.4,7.0,5.0,87.0,54.0
33617,1,7.6,14.9,10.4,12.2,5.0,3.8,3.0,7.0,42.0,76.0
33619,0,24.0,32.7,29.3,32.2,3.0,8.0,7.0,7.0,79.0,64.0
33621,1,24.8,32.6,30.8,31.3,6.0,10.2,1.0,6.0,71.0,74.0
33626,0,14.1,19.3,17.2,16.6,2.4,8.2,3.0,6.0,80.0,79.0
33627,0,13.3,24.1,18.0,23.5,5.2,11.2,0.0,1.0,52.0,23.0
33634,1,20.7,25.2,21.7,25.1,9.0,1.2,7.0,7.0,54.0,59.0
33639,0,24.9,34.5,29.6,32.8,4.8,9.9,2.0,4.0,67.0,56.0
33644,0,19.0,28.6,22.7,25.4,9.0,7.4,4.0,5.0,36.0,38.0
33645,0,8.9,21.5,17.3,20.8,2.6,10.4,3.0,1.0,70.0,50.0
33649,0,23.5,30.4,26.5,27.9,6.2,12.1,4.0,4.0,68.0,64.0
33650,1,20.3,32.7,26.1,24.8,4.4,1.4,7.0,8.0,54.0,88.0
33654,0,2.9,23.3,13.2,22.7,3.6,10.2,0.0,0.0,31.0,14.0
33661,0,15.9,19.9,17.4,18.6,5.6,1.6,8.0,7.0,73.0,58.0
33666,0,13.9,29.5,21.5,28.5,7.8,12.0,1.0,1.0,64.0,30.0
33668,1,21.9,27.3,25.9,26.5,7.2,1.3,7.0,7.0,58.0,51.0
33671,0,23.2,29.8,26.9,28.8,11.0,9.4,2.0,2.0,62.0,55.0
33678,0,3.2,14.8,8.0,14.2,4.4,3.9,1.0,7.0,88.0,47.0
33679,1,20.6,33.7,24.4,32.2,7.6,5.0,7.0,7.0,70.0,35.0
33683,0,13.2,29.7,20.1,28.9,9.2,12.5,7.0,3.0,79.0,34.0
33685,0,19.1,24.5,23.0,23.8,5.8,6.9,7.0,2.0,67.0,61.0
33686,1,25.0,30.0,28.0,26.7,5.8,0.6,7.0,8.0,86.0,82.0
33688,0,6.3,15.3,10.9,14.7,2.0,9.5,1.0,5.0,69.0,51.0
33690,0,8.0,16.7,9.8,16.5,2.0,0.3,7.0,7.0,83.0,51.0
33692,0,5.2,22.4,18.1,18.0,5.8,5.4,1.0,7.0,41.0,47.0
33693,0,13.2,25.6,16.6,25.2,9.8,10.8,0.0,1.0,69.0,24.0
33695,0,12.6,22.9,16.8,22.4,4.0,10.2,2.0,4.0,68.0,50.0
33696,0,12.7,27.3,21.9,23.8,5.8,9.8,0.0,0.0,53.0,49.0
33697,0,20.6,23.8,23.6,22.9,11.6,1.2,7.0,7.0,56.0,54.0
33698,0,16.0,27.2,17.7,25.3,6.4,10.1,7.0,1.0,75.0,50.0
33699,0,7.2,23.6,16.5,22.3,7.6,10.9,1.0,1.0,62.0,43.0
33700,0,8.8,23.6,16.3,23.0,5.2,10.5,0.0,3.0,50.0,28.0
33703,0,14.1,29.5,20.3,28.7,9.4,13.0,1.0,0.0,42.0,21.0
33705,1,10.4,21.1,16.0,19.8,2.8,1.6,7.0,7.0,81.0,70.0
33709,0,7.3,18.2,11.9,17.4,2.0,9.3,1.0,1.0,72.0,54.0
33710,0,19.7,30.6,24.2,29.9,9.0,12.1,1.0,3.0,49.0,34.0
33715,0,7.4,25.4,14.3,24.8,3.2,10.5,1.0,5.0,73.0,25.0
33719,0,6.8,13.1,8.5,11.5,2.8,3.8,7.0,7.0,92.0,62.0
33721,0,10.2,14.7,12.7,13.9,2.8,3.0,6.0,7.0,55.0,65.0
33723,0,12.0,29.5,18.9,28.0,4.0,10.1,6.0,2.0,72.0,31.0
33724,0,6.3,18.1,10.5,17.1,0.8,5.6,7.0,7.0,81.0,59.0
33725,1,7.0,16.7,13.6,16.6,1.0,1.5,6.0,7.0,71.0,59.0
33729,1,2.6,21.5,9.9,20.1,1.2,5.7,6.0,5.0,100.0,55.0
33730,0,12.5,17.9,13.8,16.5,1.0,0.9,7.0,7.0,66.0,56.0
33731,0,18.6,26.1,23.4,25.0,5.0,7.2,7.0,2.0,79.0,65.0
33734,0,14.0,26.2,24.2,23.4,10.8,9.0,1.0,7.0,65.0,56.0
33736,1,8.9,17.4,14.9,14.9,2.8,0.0,7.0,8.0,68.0,97.0
33742,0,25.2,32.6,28.7,27.5,8.6,7.1,3.0,7.0,70.0,72.0
33743,0,15.4,29.3,20.5,28.0,8.0,12.6,6.0,5.0,52.0,31.0
33745,0,-3.4,16.7,7.4,16.6,4.2,10.2,1.0,1.0,56.0,24.0
33747,0,22.3,30.3,26.6,29.3,5.4,6.8,7.0,3.0,63.0,55.0
33750,0,14.4,27.7,22.3,26.9,4.4,9.6,1.0,0.0,60.0,33.0
33752,0,9.4,13.6,11.2,12.9,0.8,0.2,7.0,7.0,85.0,73.0
33758,0,15.9,24.3,18.6,23.8,8.4,8.2,8.0,1.0,79.0,46.0
33759,1,10.2,15.6,13.6,13.1,1.4,7.8,7.0,6.0,61.0,55.0
33761,0,25.8,31.4,28.5,30.0,7.4,2.5,8.0,7.0,75.0,72.0
33762,1,17.6,26.8,22.9,25.1,4.4,8.4,7.0,5.0,65.0,56.0
33766,0,5.2,19.1,14.7,18.1,4.0,10.2,5.0,2.0,53.0,35.0
33771,0,18.8,26.2,22.5,25.0,5.2,11.9,4.0,2.0,70.0,59.0
33774,0,18.4,30.1,23.0,28.3,4.0,10.8,1.0,1.0,82.0,53.0
33775,0,0.8,15.8,8.9,15.4,0.2,9.7,0.0,1.0,72.0,44.0
33778,1,18.1,29.3,23.7,25.3,10.8,5.2,7.0,7.0,49.0,61.0
33784,0,13.0,17.6,15.6,16.7,2.6,8.9,7.0,7.0,61.0,57.0
33786,0,8.2,16.8,11.2,14.7,7.2,10.6,4.0,4.0,50.0,40.0
33788,0,10.7,34.6,16.5,32.2,9.2,12.5,0.0,1.0,45.0,8.0
33790,0,11.9,28.0,19.2,27.0,5.8,11.3,0.0,2.0,71.0,41.0
33794,1,15.6,21.7,19.2,21.4,1.8,1.4,7.0,7.0,77.0,53.0
33800,1,17.1,29.5,21.6,28.7,10.8,8.4,3.0,7.0,53.0,38.0
33802,0,13.4,19.1,14.2,19.0,2.4,6.3,7.0,1.0,91.0,56.0
33806,1,15.6,25.5,17.3,24.6,1.8,7.8,6.0,4.0,89.0,66.0
33807,1,21.3,29.1,24.7,25.8,8.8,2.3,7.0,7.0,60.0,66.0
33812,0,17.8,26.5,19.9,25.0,3.8,5.8,8.0,4.0,93.0,70.0
33813,0,23.2,27.5,24.0,25.4,12.2,5.2,1.0,7.0,77.0,71.0
33814,0,5.3,14.8,12.7,13.7,2.4,8.7,3.0,7.0,55.0,55.0
33816,0,17.4,23.5,17.6,22.3,4.8,5.3,5.0,7.0,57.0,46.0
33817,1,13.9,21.0,16.6,16.6,5.4,2.4,7.0,7.0,46.0,55.0
33819,1,10.4,18.2,12.6,17.4,4.2,5.8,3.0,4.0,48.0,58.0
33824,0,10.7,22.7,16.5,21.6,5.8,10.9,1.0,2.0,66.0,53.0
33827,0,7.3,19.2,13.8,17.1,4.0,4.0,6.0,7.0,57.0,46.0
33828,0,11.9,22.9,19.8,21.7,4.2,11.9,2.0,1.0,46.0,30.0
33830,0,9.3,18.2,12.7,16.1,2.2,0.9,7.0,7.0,72.0,60.0
33833,0,9.7,26.6,17.7,25.4,5.8,11.6,0.0,0.0,46.0,23.0
33834,0,6.6,17.6,8.3,16.4,2.0,9.6,1.0,1.0,92.0,46.0
33838,1,16.5,18.9,17.1,18.7,2.6,0.0,8.0,8.0,93.0,71.0
33840,0,7.6,21.7,13.7,21.2,6.0,11.2,2.0,2.0,85.0,42.0
33841,0,13.7,29.1,21.1,28.7,5.8,11.2,0.0,1.0,59.0,31.0
33842,0,4.8,11.8,6.4,10.9,0.6,0.9,7.0,7.0,82.0,61.0
33843,0,18.1,28.0,24.2,27.0,5.0,12.0,4.0,3.0,58.0,55.0
33851,0,12.5,20.1,16.0,19.2,1.2,2.7,6.0,6.0,82.0,73.0
33853,1,7.6,16.0,11.3,14.0,1.2,1.3,7.0,7.0,65.0,53.0
33854,0,3.4,12.0,6.7,10.3,0.2,6.6,1.0,6.0,81.0,64.0
33858,1,2.2,14.8,7.5,13.5,1.2,0.7,7.0,8.0,99.0,74.0
33859,1,8.3,17.3,10.5,16.5,1.8,3.2,7.0,5.0,66.0,58.0
33863,0,14.4,19.1,16.6,18.6,3.2,4.7,3.0,4.0,78.0,54.0
33866,0,2.3,14.9,8.7,14.6,3.2,10.5,0.0,0.0,77.0,42.0
33868,0,10.7,23.5,14.8,23.0,6.6,10.2,8.0,1.0,77.0,52.0
33872,1,7.7,14.2,11.1,13.3,2.2,0.5,7.0,7.0,79.0,74.0
33876,0,4.4,13.3,6.4,12.8,1.0,8.1,3.0,1.0,88.0,57.0
33879,0,12.3,19.9,17.5,19.1,2.6,0.2,7.0,7.0,81.0,72.0
33883,0,11.0,24.6,18.7,24.0,6.4,11.1,0.0,0.0,29.0,22.0
33884,0,23.9,32.8,28.8,29.9,12.2,11.1,1.0,4.0,56.0,58.0
33890,0,12.3,19.5,15.2,18.2,5.4,3.3,1.0,7.0,69.0,56.0
33892,0,16.9,25.7,22.6,24.8,3.4,10.2,1.0,1.0,64.0,52.0
33894,0,16.4,18.9,17.3,18.0,5.4,0.0,8.0,8.0,74.0,72.0
33897,0,16.9,25.0,20.5,20.9,12.8,3.6,7.0,7.0,68.0,61.0
33899,0,15.1,28.3,18.3,27.4,8.8,13.2,1.0,5.0,73.0,44.0
33901,1,16.7,29.7,22.9,22.8,5.0,9.6,1.0,6.0,48.0,63.0
33903,0,13.2,29.8,15.9,26.9,7.2,12.0,1.0,2.0,80.0,49.0
33904,1,4.5,17.1,12.3,14.3,3.4,5.3,8.0,5.0,65.0,67.0
33905,0,16.6,29.9,24.2,28.8,5.4,11.0,1.0,2.0,74.0,44.0
33910,0,4.5,20.8,12.1,19.3,10.4,11.9,0.0,1.0,55.0,25.0
33917,0,19.1,27.6,24.6,25.9,6.0,9.3,3.0,4.0,62.0,59.0
33918,0,25.6,33.0,29.5,31.0,7.0,7.9,2.0,7.0,73.0,66.0
33921,0,13.3,28.8,20.2,27.9,6.6,10.5,2.0,2.0,48.0,19.0
33922,1,12.5,19.2,17.0,18.1,6.4,9.2,5.0,5.0,51.0,47.0
33923,0,17.5,30.0,26.2,27.9,7.8,11.5,6.0,3.0,54.0,58.0
33924,0,6.6,20.2,12.7,19.4,6.6,9.0,0.0,0.0,65.0,39.0
33925,0,21.9,28.3,25.8,26.4,10.8,7.5,7.0,5.0,59.0,63.0
33929,0,20.9,28.8,26.3,26.8,9.4,10.8,3.0,1.0,61.0,55.0
33932,0,15.5,26.3,18.0,25.2,8.0,9.6,7.0,7.0,84.0,43.0
33939,0,3.3,17.0,11.0,15.7,3.2,10.8,3.0,3.0,59.0,52.0
33940,1,20.9,23.8,22.1,22.7,7.6,0.1,7.0,7.0,89.0,88.0
33944,0,22.1,29.7,25.4,28.6,7.2,12.7,3.0,1.0,63.0,43.0
33945,0,7.1,19.3,10.1,19.2,1.2,9.0,3.0,2.0,63.0,42.0
33946,0,7.0,17.2,10.7,15.5,4.0,12.1,1.0,3.0,50.0,22.0
33947,1,14.5,21.9,19.5,19.9,3.0,10.1,6.0,7.0,70.0,63.0
33948,0,11.1,28.0,22.2,27.9,7.6,13.2,0.0,0.0,32.0,19.0
33963,0,16.5,22.2,18.7,21.5,0.6,2.1,8.0,8.0,84.0,69.0
33964,0,21.2,31.8,27.1,29.7,10.2,12.0,4.0,5.0,56.0,47.0
33970,0,9.7,16.8,11.4,14.4,4.0,6.2,6.0,7.0,77.0,56.0
33971,0,13.0,25.2,20.2,24.0,8.4,4.9,7.0,7.0,40.0,39.0
33978,0,11.1,27.4,13.5,24.8,8.0,11.4,2.0,3.0,71.0,31.0
33980,0,12.2,25.8,16.2,24.1,13.0,13.1,0.0,0.0,49.0,23.0
33984,0,26.4,33.4,29.4,31.9,7.4,10.2,7.0,7.0,72.0,61.0
33985,0,27.4,32.2,30.6,31.1,6.0,6.8,4.0,7.0,77.0,55.0
33991,1,20.2,25.1,20.8,22.9,5.2,1.4,7.0,8.0,99.0,87.0
33996,0,7.6,20.8,12.3,17.4,6.2,5.5,7.0,7.0,64.0,47.0
33998,0,13.7,27.3,20.7,26.7,8.0,8.5,4.0,7.0,40.0,16.0
34000,0,10.0,27.7,20.0,26.3,5.4,10.8,0.0,0.0,64.0,36.0
34004,1,11.4,16.9,11.7,14.3,2.4,7.5,7.0,8.0,89.0,70.0
34005,1,17.0,21.4,17.2,21.0,2.6,0.0,8.0,8.0,92.0,65.0
34006,1,7.4,10.5,8.2,10.0,2.8,0.0,8.0,8.0,85.0,86.0
34007,0,14.5,35.1,22.6,32.7,12.0,12.5,0.0,3.0,43.0,8.0
34008,1,23.8,31.3,25.8,30.1,1.0,3.8,7.0,7.0,89.0,67.0
34011,0,20.4,25.8,23.3,24.7,6.0,12.4,3.0,1.0,84.0,71.0
34012,0,15.0,24.4,22.6,24.0,2.4,9.9,1.0,1.0,53.0,46.0
34013,0,3.8,17.8,13.1,17.0,3.0,10.6,0.0,1.0,68.0,45.0
34018,0,13.2,31.2,22.6,30.6,10.6,12.8,1.0,6.0,55.0,27.0
34022,0,17.3,25.6,21.1,23.1,8.0,10.1,7.0,5.0,61.0,55.0
34025,0,13.5,22.0,17.5,21.7,4.0,0.0,7.0,7.0,57.0,41.0
34026,0,13.1,38.1,27.2,36.5,12.0,11.6,1.0,5.0,31.0,7.0
34030,0,28.0,37.2,29.6,35.2,12.0,8.4,7.0,7.0,59.0,37.0
34032,0,11.4,21.8,18.0,20.5,8.0,11.9,1.0,1.0,36.0,42.0
34034,0,16.1,19.8,18.0,19.1,4.2,9.9,3.0,1.0,82.0,70.0
34035,1,13.2,17.3,13.9,16.4,4.6,7.7,1.0,6.0,42.0,32.0
34037,0,19.8,27.8,20.4,24.9,9.4,5.0,8.0,7.0,96.0,72.0
34038,0,8.3,14.5,11.1,11.6,0.6,6.6,7.0,3.0,73.0,63.0
34041,0,17.2,23.5,21.3,21.9,8.0,11.3,1.0,1.0,55.0,56.0
34042,1,17.8,20.5,20.0,20.2,4.0,0.0,7.0,8.0,72.0,87.0
34044,0,5.8,13.4,9.8,12.5,3.2,0.7,8.0,8.0,78.0,70.0
34047,1,20.5,32.5,26.7,31.6,4.2,3.2,6.0,7.0,57.0,44.0
34048,0,6.4,17.3,12.7,16.7,3.6,8.4,8.0,7.0,94.0,59.0
34051,0,10.2,16.8,11.6,15.7,1.2,6.0,7.0,4.0,97.0,52.0
34052,0,22.8,29.9,27.0,28.5,5.4,10.7,3.0,2.0,71.0,64.0
34053,0,10.7,19.9,16.8,18.9,1.2,7.5,1.0,6.0,63.0,53.0
34057,0,10.5,17.4,11.8,15.6,1.6,4.7,7.0,6.0,86.0,63.0
34061,1,21.6,25.7,23.4,23.1,8.8,0.0,8.0,8.0,72.0,76.0
34066,0,22.7,30.7,28.6,29.3,6.0,11.3,2.0,1.0,53.0,50.0
34067,0,7.9,19.7,11.7,18.7,0.2,6.5,6.0,5.0,86.0,41.0
34068,0,10.8,22.4,15.5,21.7,2.8,4.8,6.0,7.0,71.0,55.0
34071,0,19.6,26.9,22.3,25.9,3.6,2.8,8.0,7.0,80.0,68.0
34074,0,12.8,35.7,21.9,34.2,11.8,12.5,7.0,1.0,44.0,12.0
34077,0,6.9,23.2,16.0,22.2,6.0,12.2,4.0,1.0,59.0,43.0
34080,0,8.6,29.1,16.8,27.4,2.8,7.7,1.0,6.0,79.0,45.0
34082,0,23.3,32.8,27.7,31.8,7.6,6.8,7.0,7.0,61.0,42.0
34089,0,7.2,16.2,8.6,14.0,12.2,11.2,7.0,3.0,83.0,42.0
34090,0,23.0,31.0,27.1,29.6,5.6,9.6,1.0,5.0,64.0,59.0
34091,1,19.2,21.5,21.0,20.3,5.6,0.3,8.0,8.0,82.0,83.0
34092,0,5.0,11.0,9.1,10.6,3.0,2.3,6.0,7.0,72.0,73.0
34093,0,22.4,34.9,27.8,34.6,5.8,10.7,7.0,5.0,78.0,25.0
34095,0,12.4,36.0,21.8,34.5,13.0,9.2,1.0,4.0,40.0,15.0
34096,1,16.9,33.8,24.3,32.1,3.0,11.7,1.0,3.0,52.0,30.0
34100,0,17.1,29.2,21.9,25.8,6.8,13.4,1.0,4.0,44.0,46.0
34103,0,24.2,33.3,27.5,31.6,8.0,9.7,5.0,6.0,82.0,57.0
34107,0,6.0,18.0,9.3,17.1,1.2,8.8,5.0,4.0,88.0,42.0
34108,0,17.0,19.6,18.6,18.9,5.8,7.7,6.0,2.0,66.0,61.0
34114,0,20.7,25.5,23.4,24.3,4.0,11.3,5.0,4.0,82.0,78.0
34119,0,18.6,39.6,28.5,37.1,11.4,9.7,1.0,5.0,33.0,15.0
34120,0,12.8,21.7,18.3,21.1,5.6,1.7,7.0,7.0,53.0,55.0
34125,0,11.2,14.8,13.0,12.6,7.2,0.0,7.0,8.0,73.0,86.0
34127,0,6.7,18.7,13.8,18.1,5.4,10.8,0.0,0.0,46.0,25.0
34132,1,12.2,15.7,12.9,15.1,4.6,0.0,8.0,8.0,93.0,96.0
34133,0,10.2,28.5,17.7,26.2,7.2,13.1,1.0,2.0,54.0,25.0
34137,0,12.5,19.6,15.9,18.3,4.8,6.7,8.0,8.0,67.0,66.0
34141,1,16.1,33.3,23.6,31.9,7.2,10.7,1.0,5.0,54.0,26.0
34146,0,15.7,24.8,16.7,22.9,3.6,6.1,7.0,6.0,93.0,47.0
34147,0,6.8,16.7,11.6,15.4,6.0,8.0,7.0,5.0,92.0,36.0
34149,0,5.5,21.4,13.8,20.2,3.0,4.8,1.0,7.0,69.0,46.0
34150,0,19.1,30.1,24.1,27.1,5.2,9.4,1.0,3.0,66.0,51.0
34151,1,14.7,22.4,16.8,21.7,5.2,6.0,7.0,3.0,82.0,58.0
34156,0,13.9,22.4,16.5,22.0,1.8,2.0,7.0,7.0,82.0,59.0
34160,0,25.1,31.3,29.7,30.2,8.4,10.7,7.0,6.0,69.0,66.0
34161,0,7.4,19.6,10.7,19.1,2.6,6.5,7.0,7.0,91.0,56.0
34162,0,12.2,18.2,14.9,16.8,3.8,6.2,7.0,7.0,69.0,60.0
34165,0,12.3,22.8,17.5,21.6,3.0,8.5,3.0,3.0,69.0,53.0
34166,0,20.0,25.5,23.0,24.1,8.4,8.5,7.0,7.0,79.0,71.0
34171,1,17.6,24.1,18.7,22.3,5.8,2.6,8.0,6.0,68.0,63.0
34173,0,19.3,27.4,22.0,27.1,1.6,0.4,7.0,7.0,76.0,47.0
34174,1,13.4,23.5,18.3,22.4,4.0,2.0,7.0,7.0,59.0,44.0
34181,0,11.6,22.8,15.3,22.3,1.0,7.2,4.0,3.0,93.0,60.0
34182,0,3.4,13.5,7.5,12.8,4.6,8.8,2.0,3.0,76.0,58.0
34183,0,23.3,33.8,28.4,32.3,7.6,11.0,3.0,2.0,71.0,53.0
34186,0,28.1,32.7,30.0,32.1,8.0,6.2,7.0,7.0,77.0,63.0
34187,0,9.9,17.5,13.7,16.1,1.2,6.9,7.0,7.0,63.0,57.0
34190,0,10.1,22.5,16.7,20.0,3.0,7.2,1.0,7.0,58.0,42.0
34195,0,13.5,27.6,15.8,25.9,6.0,9.4,7.0,3.0,81.0,45.0
34196,0,16.0,29.2,18.9,28.3,8.0,11.2,0.0,0.0,45.0,19.0
34200,0,13.4,26.8,20.4,25.5,5.4,11.3,1.0,3.0,59.0,58.0
34201,0,9.2,17.1,10.7,16.6,3.4,8.3,0.0,6.0,76.0,53.0
34202,0,12.4,23.3,16.7,22.8,4.6,8.2,7.0,2.0,80.0,59.0
